#PTM ID	Entrez Gene ID	BioGRID ID	Systematic Name	Official Symbol	Synonymns	Relationship	Identity	Author	Pubmed ID	Organism ID	Organism Name	Source Database
20938	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20939	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20940	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20941	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20942	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20981	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20982	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20983	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20984	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
20985	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21062	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21062	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21072	851533	32028	YDL028C	MPS1	PAC8|RPK1|serine/threonine/tyrosine protein kinase MPS1|L000001698	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21073	851533	32028	YDL028C	MPS1	PAC8|RPK1|serine/threonine/tyrosine protein kinase MPS1|L000001698	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21074	851533	32028	YDL028C	MPS1	PAC8|RPK1|serine/threonine/tyrosine protein kinase MPS1|L000001698	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21075	851533	32028	YDL028C	MPS1	PAC8|RPK1|serine/threonine/tyrosine protein kinase MPS1|L000001698	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21078	851533	32028	YDL028C	MPS1	PAC8|RPK1|serine/threonine/tyrosine protein kinase MPS1|L000001698	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21097	851339	31857	YDL188C	PPH22	PPH2|phosphoprotein phosphatase 2A catalytic subunit PPH22|L000001473	phosphatase	catalytic	Bodenmiller B (2010)	21177495	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21098	851339	31857	YDL188C	PPH22	PPH2|phosphoprotein phosphatase 2A catalytic subunit PPH22|L000001473	phosphatase	catalytic	Bodenmiller B (2010)	21177495	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21099	851339	31857	YDL188C	PPH22	PPH2|phosphoprotein phosphatase 2A catalytic subunit PPH22|L000001473	phosphatase	catalytic	Bodenmiller B (2010)	21177495	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21107	852169	32598	YBL105C	PKC1	CLY15|CLY5|CLY7|HPO2|STT1|protein kinase C|L000001446|L000000362|S000029091	kinase	catalytic	Sreenivas A (2001)	11395523	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21108	853275	33595	YJL164C	TPK1	PKA1|SRA3|cAMP-dependent protein kinase catalytic subunit TPK1|L000002045	kinase	catalytic	Sreenivas A (2003)	12668681	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21109	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Chang YF (2006)	16407309	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21109	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Chang YF (2006)	16407309	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21109	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Chang YF (2006)	16407309	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21114	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Chang YF (2006)	16407309	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21114	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Chang YF (2006)	16407309	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21114	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Chang YF (2006)	16407309	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21115	853275	33595	YJL164C	TPK1	PKA1|SRA3|cAMP-dependent protein kinase catalytic subunit TPK1|L000002045	kinase	catalytic	Sreenivas A (2003)	12668681	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21135	855568	35675	YNL154C	YCK2	serine/threonine protein kinase YCK2|L000002501	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21135	856537	36568	YHR135C	YCK1	CKI2|serine/threonine protein kinase YCK1|L000002500	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21136	855568	35675	YNL154C	YCK2	serine/threonine protein kinase YCK2|L000002501	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21136	856537	36568	YHR135C	YCK1	CKI2|serine/threonine protein kinase YCK1|L000002500	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21137	855568	35675	YNL154C	YCK2	serine/threonine protein kinase YCK2|L000002501	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21137	856537	36568	YHR135C	YCK1	CKI2|serine/threonine protein kinase YCK1|L000002500	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21138	855568	35675	YNL154C	YCK2	serine/threonine protein kinase YCK2|L000002501	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21138	856537	36568	YHR135C	YCK1	CKI2|serine/threonine protein kinase YCK1|L000002500	kinase	catalytic	Yamamoto K (2010)	20932477	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21151	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21155	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21155	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21155	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21156	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21156	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21156	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21157	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21157	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21157	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21158	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21158	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21158	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21168	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21168	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21168	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21169	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21169	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21169	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21171	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21171	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21171	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21172	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21172	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21172	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21173	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21173	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21173	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21174	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21174	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21174	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21181	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21181	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21181	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21182	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21182	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21182	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21183	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21183	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21183	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21184	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21184	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21184	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21185	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21185	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21185	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21186	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21186	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21186	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21187	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21187	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21187	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21188	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21188	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21188	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21191	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21191	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21191	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21192	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21192	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21192	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21193	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21193	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21193	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21194	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21194	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21194	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21195	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21196	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21198	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21199	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21200	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21201	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21204	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21204	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21204	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21205	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21205	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21205	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21206	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21207	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21208	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21209	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21209	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21209	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21209	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21209	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21210	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21210	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21210	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21210	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Chen S (2011)	21289063	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
21210	850585	31182	YFR028C	CDC14	OAF3|phosphoprotein phosphatase CDC14|L000000254	phosphatase	catalytic	Zhai Y (2010)	20980394	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
