#PTM ID	Entrez Gene ID	BioGRID ID	Systematic Name	Official Symbol	Synonymns	Relationship	Identity	Author	Pubmed ID	Organism ID	Organism Name	Source Database
6	852433	32836	YBR136W	MEC1	ESR1|RAD31|SAD3|protein kinase MEC1|L000000586|S000029404|S000007656	kinase	catalytic	Chen SH (2010)	20190278	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
6	852190	32616	YBL088C	TEL1	DNA-binding protein kinase TEL1|L000002281	kinase	catalytic	Chen SH (2010)	20190278	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
12	852433	32836	YBR136W	MEC1	ESR1|RAD31|SAD3|protein kinase MEC1|L000000586|S000029404|S000007656	kinase	catalytic	Smolka MB (2007)	17563356	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
12	852190	32616	YBL088C	TEL1	DNA-binding protein kinase TEL1|L000002281	kinase	catalytic	Smolka MB (2007)	17563356	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
13	852433	32836	YBR136W	MEC1	ESR1|RAD31|SAD3|protein kinase MEC1|L000000586|S000029404|S000007656	kinase	catalytic	Smolka MB (2007)	17563356	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
13	852190	32616	YBL088C	TEL1	DNA-binding protein kinase TEL1|L000002281	kinase	catalytic	Smolka MB (2007)	17563356	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
14	852433	32836	YBR136W	MEC1	ESR1|RAD31|SAD3|protein kinase MEC1|L000000586|S000029404|S000007656	kinase	catalytic	Smolka MB (2007)	17563356	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
14	852190	32616	YBL088C	TEL1	DNA-binding protein kinase TEL1|L000002281	kinase	catalytic	Smolka MB (2007)	17563356	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
28	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
28	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
28	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
29	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
29	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
29	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
30	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
30	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
30	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
31	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
31	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
31	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
32	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
32	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
32	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
33	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
33	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
33	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
34	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
34	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
34	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
35	854776	34955	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
35	854227	34460	YOR061W	CKA2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	kinase	catalytic	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
35	852865	33227	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	kinase	regulatory	Upton T (1995)	7608180	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
36	853522	33816	YJR059W	PTK2	STK2|protein kinase PTK2|L000003492	kinase	catalytic	Bodenmiller B (2010)	21177495	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
37	853522	33816	YJR059W	PTK2	STK2|protein kinase PTK2|L000003492	kinase	catalytic	Bodenmiller B (2010)	21177495	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
38	853522	33816	YJR059W	PTK2	STK2|protein kinase PTK2|L000003492	kinase	catalytic	Bodenmiller B (2010)	21177495	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
45	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
45	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
46	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
46	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
47	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
47	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
48	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
48	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
49	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
49	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
50	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
50	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
51	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
51	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
52	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
52	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
53	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
53	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
60	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
60	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
61	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
61	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
62	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
62	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
63	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
63	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
64	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
64	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
65	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
65	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
66	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
66	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
67	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
67	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
68	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
68	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
69	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
69	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
70	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
70	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
71	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
71	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
75	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
75	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
76	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
76	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
77	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
77	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
78	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
78	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
79	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
79	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
80	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
80	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
81	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
81	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
82	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
82	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
83	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
83	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
84	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
84	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
85	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
85	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
86	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
86	856236	36287	YPR119W	CLB2	B-type cyclin CLB2|L000000350	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
87	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
88	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
89	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
90	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
91	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
92	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
93	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
94	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
95	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
96	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
97	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
105	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
106	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
107	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
108	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
109	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
214	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
215	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
216	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
217	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
218	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
219	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
220	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Mazanka E (2010)	20573982	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
220	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Mazanka E (2008)	18715118	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
220	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
221	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Mazanka E (2010)	20573982	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
221	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Mazanka E (2008)	18715118	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
221	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
222	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Mazanka E (2010)	20573982	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
222	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Mazanka E (2008)	18715118	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
222	855561	35668	YNL161W	CBK1	serine/threonine protein kinase CBK1|L000004609	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
